"wz11cd","lsoa11cd","msoa11cd","date","Welsh Language Skills: All categories: All usual residents (Workplace population); measures: Value","Welsh Language Skills: No skills in Welsh; measures: Value","Welsh Language Skills: Can understand spoken Welsh only; measures: Value","Welsh Language Skills: Can speak Welsh: Total; measures: Value","Welsh Language Skills: Can speak but cannot read or write Welsh; measures: Value","Welsh Language Skills: Can speak and read but cannot write Welsh; measures: Value","Welsh Language Skills: Can speak, read and write Welsh; measures: Value","Welsh Language Skills: Can speak and other combinations of skills in Welsh; measures: Value","Welsh Language Skills: Can read but cannot speak or write Welsh; measures: Value","Welsh Language Skills: Can read and write but cannot speak Welsh; measures: Value","Welsh Language Skills: Can write but cannot speak or read Welsh; measures: Value","Welsh Language Skills: Works in Wales but lives in England; measures: Value"
"E33020023","E01009132","E02001840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020024","E01009121","E02001840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020025","E01009122","E02001840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020026","E01009136","E02001840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020026","E01009132","E02001840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020027","E01009121","E02001840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020028","E01009463","E02001841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020028","E01009457","E02001841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020029","E01009463","E02001841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020029","E01009459","E02001841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020030","E01009461","E02001841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020030","E01009463","E02001841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020031","E01009459","E02001841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020031","E01009457","E02001841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020032","E01009245","E02001842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020032","E01009246","E02001842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020032","E01009235","E02001842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020033","E01009247","E02001842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020033","E01009246","E02001842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020033","E01009243","E02001842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020034","E01009245","E02001842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020034","E01009243","E02001842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020035","E01009230","E02001843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020035","E01009229","E02001843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020036","E01009229","E02001843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020036","E01009231","E02001843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020036","E01009230","E02001843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020037","E01009231","E02001843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020038","E01009230","E02001843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020038","E01009226","E02001843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020038","E01009229","E02001843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020039","E01009226","E02001843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020040","E01009462","E02001844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020041","E01009003","E02001844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020042","E01009003","E02001844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020043","E01009458","E02001844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020043","E01009460","E02001844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020044","E01009456","E02001844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020044","E01009458","E02001844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020044","E01009460","E02001844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020045","E01009001","E02001844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020045","E01009460","E02001844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020046","E01009462","E02001844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020047","E01009236","E02001845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020047","E01009234","E02001845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020047","E01009244","E02001845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020048","E01009244","E02001845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020048","E01009248","E02001845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020049","E01009234","E02001845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020049","E01009248","E02001845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020049","E01009244","E02001845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020050","E01009405","E02001846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020050","E01009406","E02001846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020051","E01009407","E02001846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020051","E01009405","E02001846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020052","E01009403","E02001846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020052","E01009406","E02001846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020052","E01009404","E02001846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020053","E01009439","E02001847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020053","E01009442","E02001847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020054","E01009441","E02001847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020055","E01009443","E02001847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020055","E01009442","E02001847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020056","E01009123","E02001848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020057","E01009124","E02001848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020057","E01009125","E02001848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020057","E01009123","E02001848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020058","E01009232","E02001848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020059","E01033632","E02001849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020059","E01009007","E02001849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020060","E01009002","E02001849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020060","E01009006","E02001849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020060","E01009007","E02001849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020061","E01033632","E02001849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020062","E01009007","E02001849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020062","E01009006","E02001849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020063","E01009237","E02001850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020063","E01009240","E02001850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020064","E01009237","E02001850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020064","E01009238","E02001850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020065","E01009238","E02001850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020065","E01009241","E02001850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020065","E01009240","E02001850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020066","E01009242","E02001850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020066","E01009241","E02001850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020067","E01009100","E02001851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020067","E01009098","E02001851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020067","E01009105","E02001851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020068","E01009005","E02001851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020068","E01009009","E02001851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020068","E01009100","E02001851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020069","E01009105","E02001851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020070","E01009100","E02001851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020070","E01009098","E02001851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020071","E01009409","E02001852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020071","E01009408","E02001852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020072","E01009408","E02001852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020072","E01009410","E02001852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020073","E01009410","E02001852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020074","E01009410","E02001852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020074","E01009408","E02001852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020074","E01009126","E02001852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020075","E01009011","E02001854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020076","E01009008","E02001854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020076","E01009012","E02001854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020076","E01009011","E02001854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020077","E01009104","E02001854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020077","E01009102","E02001854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020078","E01009012","E02001854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020078","E01009102","E02001854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020079","E01009099","E02001855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020079","E01009097","E02001855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020080","E01009096","E02001855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020081","E01009103","E02001855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020081","E01009097","E02001855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020082","E01009106","E02001855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020082","E01009097","E02001855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020083","E01009101","E02001855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020083","E01009099","E02001855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020084","E01009411","E02001856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020084","E01009414","E02001856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020084","E01008915","E02001856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020085","E01009413","E02001856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020085","E01009412","E02001856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020085","E01009414","E02001856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020086","E01008915","E02001856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020087","E01009414","E02001856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020087","E01009413","E02001856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020088","E01008999","E02001857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020088","E01009000","E02001857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020089","E01033646","E02001857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020089","E01009000","E02001857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020090","E01033646","E02001857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020091","E01008998","E02001857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020092","E01009000","E02001857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020092","E01008999","E02001857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020092","E01009400","E02001857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020093","E01009013","E02001857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020094","E01033630","E02001857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020095","E01009013","E02001857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020096","E01009401","E02001857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020097","E01009056","E02001858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020098","E01009263","E02001858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020098","E01009049","E02001858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020099","E01009264","E02001858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020099","E01009265","E02001858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020100","E01009263","E02001858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020100","E01009265","E02001858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020101","E01009058","E02001859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020101","E01009054","E02001859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020101","E01009061","E02001859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020102","E01009054","E02001859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020102","E01009058","E02001859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020102","E01009051","E02001859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020103","E01009058","E02001859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020103","E01009053","E02001859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020104","E01009239","E02001859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020105","E01009051","E02001859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020105","E01009054","E02001859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020106","E01009273","E02001860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020106","E01009271","E02001860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020106","E01009269","E02001860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020106","E01009270","E02001860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020107","E01009266","E02001860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020107","E01009269","E02001860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020107","E01009271","E02001860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020108","E01009270","E02001860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020108","E01009266","E02001860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020109","E01009057","E02001861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020109","E01009059","E02001861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020110","E01033621","E02001861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020111","E01033621","E02001861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020112","E01009059","E02001861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020112","E01009060","E02001861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020113","E01009050","E02001861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020113","E01009057","E02001861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020114","E01009349","E02001862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020114","E01009351","E02001862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020115","E01009349","E02001862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020115","E01009351","E02001862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020115","E01009274","E02001862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020116","E01009274","E02001862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020117","E01009272","E02001862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020117","E01009268","E02001862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020118","E01009351","E02001862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020118","E01009354","E02001862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020119","E01009272","E02001862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020119","E01009274","E02001862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020120","E01008916","E02001863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020121","E01008901","E02001863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020122","E01033636","E02001863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020123","E01008899","E02001863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020123","E01008916","E02001863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020124","E01008901","E02001863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020124","E01033636","E02001863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020125","E01009081","E02001864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020125","E01009083","E02001864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020125","E01009080","E02001864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020125","E01009079","E02001864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020126","E01033635","E02001865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020127","E01009350","E02001865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020127","E01009275","E02001865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020128","E01009352","E02001865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020128","E01009353","E02001865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020129","E01009355","E02001865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020129","E01009352","E02001865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020130","E01009275","E02001865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020131","E01009355","E02001865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020132","E01008907","E02001866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020132","E01009048","E02001866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020133","E01008905","E02001866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020133","E01008907","E02001866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020134","E01009047","E02001866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020134","E01009048","E02001866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020135","E01009048","E02001866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020135","E01009047","E02001866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020136","E01009047","E02001866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020136","E01009062","E02001866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020137","E01008909","E02001867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020138","E01033637","E02001867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020139","E01033628","E02001867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020139","E01033637","E02001867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020140","E01033628","E02001867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020141","E01008909","E02001867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020141","E01033628","E02001867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020141","E01033637","E02001867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020142","E01009087","E02001868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020142","E01009089","E02001868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020143","E01009090","E02001868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020143","E01009089","E02001868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020144","E01009090","E02001868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020144","E01009085","E02001868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020145","E01009090","E02001868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020145","E01009084","E02001868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020145","E01009085","E02001868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020146","E01009203","E02001869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020146","E01009201","E02001869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020147","E01009201","E02001869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020147","E01009202","E02001869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020148","E01009481","E02001870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020148","E01009487","E02001870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020149","E01009487","E02001870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020149","E01009486","E02001870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020150","E01009082","E02001870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020150","E01009086","E02001870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020151","E01009086","E02001870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020152","E01009481","E02001870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
